Supplementary Data Sheet 1 Trait values for the 7686 rice varieties studied.,,,,,,,,,,,,,
Varieties,Ecotype,Province of release,Year of release,Yield (t/ha),Growth period (d),Height (cm),Pannicle length (cm),Panicle number (million/ha),Seed setting rate (%),1000-grain-weight (g),Grains per panicle,Seed length/width ratio,Filled grain number
dang yu jing 0717,Japonica inbred,Anhui,2016,9.12,132,86.4,NA,3.285,87.4,29.1,111.8,NA,97.7132
wan jing W328,Japonica inbred,Anhui,2016,9.3075,129,92.1,NA,3.45,93.7,28.3,107.9,NA,101.1023
huang qi zhan ,Indica inbred,Guangdong,2016,7.54455,110.5,103.325,21.835,2.87025,85.8,20.84,146.5,3.45,125.697
zhong guang si miao 5 hao ,Indica inbred,Guangdong,2016,7.4502,112.5,104.065,21.55,2.643,84.25,22.62,152,3.05,128.06
huang guang hua zhan 1 hao ,Indica inbred,Guangdong,2016,7.695,113.5,105.815,21.15,2.613,85.9,24.54,148,3.05,127.132
yue huang guang zhan ,Indica inbred,Guangdong,2016,7.57275,113.5,105.655,22.9,2.7975,86.55,24.42,126,3.4,109.053
li miao zhan ,Indica inbred,Guangdong,2016,7.4856,112.5,106.54,22.17,2.697,83.5,22.505,152,3.6,126.92
yue mei zhan ,Indica inbred,Guangdong,2016,7.67085,112.5,105.72,20.085,2.919,86.2,22.665,134,3,115.508
huang guang si miao ,Indica inbred,Guangdong,2016,7.95105,113.5,102.34,20.965,2.7915,82.15,25.025,138,3.25,113.367
hua hang 48 hao ,Indica inbred,Guangdong,2016,7.2594,113.5,102.91,21.925,3.05625,86.35,22.12,123.69,3.65,106.806315
run nong 4 hao ,Japonica inbred,Shandong,2016,9.705,158,99,16,3.66,86.9,26.9,NA,NA,112
lin dao 22 hao ,Japonica inbred,Shandong,2016,9.9405,158,98.1,16.4,3.735,83.2,27,NA,NA,112.3
run nong zao jing 1 hao ,Japonica inbred,Shandong,2016,8.997,150,99.2,16.8,3.225,89,27.7,NA,NA,133.9
ning jing 51 hao ,Japonica inbred,Ningxia,2016,12.4665,149,97.1,17,NA,88.5,26.5,101.1,NA,90.2
ning jing 52 hao ,Japonica inbred,Ningxia,2016,12.48405,150,100.2,16.1,NA,90,25,NA,1.7,90
yong xian6 hao ,Indica inbred,Yunnan,2016,9.3315,148,113.2,23.3,3.057,80.87,28.76,NA,3.1,122.6
zhong shen 1 hao ,Indica inbred,Yunnan,2016,9.609,151.2,91.4,21.9,3.255,80.24,23.81,NA,3,132
wen dao 16 hao ,Indica inbred,Yunnan,2016,9.1605,NA,NA,NA,NA,NA,NA,NA,3.4,NA
hui jing 17 hao ,Japonica inbred,Yunnan,2016,10.5225,187.9,99.4,17.9,4.1475,78.11,24.81,NA,2,107.1
yun jing 42 hao ,Japonica inbred,Yunnan,2016,10.53,171,80.08,19.73,4.536,83.26,24.29,NA,1.8,117.9
yun jing 43 hao ,Japonica inbred,Yunnan,2016,10.125,166,91.53,19.5,4.5615,85.28,23.75,NA,1.9,104.3
chu jing 41 hao ,Japonica inbred,Yunnan,2016,11.265,171.2,101.3,19.6,4.3245,83.31,25.04,NA,1.8,117.9
chu jing 42 hao ,Japonica inbred,Yunnan,2016,10.686,174.7,102.7,18.86,5.2875,81.16,22.7,NA,1.6,107.3
chu dao 1 hao ,Japonica inbred,Yunnan,2016,11.925,NA,110.1,21.1,4.485,80.5,25.8,NA,1.8,130.5
chu dao 2 hao ,Japonica inbred,Yunnan,2016,11.19,173.5,104.7,18.26,5.025,82.88,23.6,NA,1.5,114.3
lu yu 4 hao ,Japonica inbred,Yunnan,2016,11.2575,177.9,104.5,19.1,4.26,72.6,25.1,NA,1.8,111.4
dian he you 6611,Japonica hybrid,Yunnan,2016,10.85625,172,99.3,19.8,NA,NA,NA,NA,1.8,NA
dian he you 6612,Japonica hybrid,Yunnan,2016,10.7595,148.5,96,19.3,NA,NA,NA,NA,1.8,NA
lian jing 13 hao ,Japonica inbred,Jiangsu,2016,9.726,154.6,100,NA,3.03,84.6,26.4,NA,NA,123.5
sidao 15 hao ,Japonica inbred,Jiangsu,2016,9.885,157.1,103,NA,3.21,89.5,25.7,NA,NA,123.2
yan jing 16 hao ,Japonica inbred,Jiangsu,2016,9.9345,157.7,99,NA,3.015,90.5,25.8,NA,NA,125.9
su ken 118,Japonica inbred,Jiangsu,2016,9.6645,155,99.3,NA,3.375,93.5,27,NA,NA,112.4
wu yun jing 32 hao ,Japonica inbred,Jiangsu,2016,9.9735,146.9,94,NA,3.393,92.9,26.6,NA,NA,121.3
chang nong jing 10 hao ,Japonica inbred,Jiangsu,2016,10.293,150,101.8,NA,3.15,91.6,26.9,NA,NA,131.5
ning jing 8 hao ,Japonica inbred,Jiangsu,2016,10.11375,159.8,100.3,NA,3.285,93.2,28.1,NA,NA,117.1
yan jing 15 hao ,Japonica inbred,Jiangsu,2016,9.939,147.5,92,NA,3.3705,93.8,27.9,NA,1.8,114.35
hua jing 8 hao ,Japonica inbred,Jiangsu,2016,9.759,147.9,94,NA,3.345,92.8,27.5,NA,NA,116
mu dan jiang 35,Japonica inbred,Heilongjiang,2016,8.461,NA,95.9,17.4,NA,NA,27,NA,NA,NA
long jing 50,Japonica inbred,Heilongjiang,2016,9.1665,NA,94.3,15.4,NA,NA,26.1,NA,NA,NA
long jing 51,Japonica inbred,Heilongjiang,2016,9.2078,NA,91.9,15.7,NA,NA,27.6,NA,NA,NA
long jing 52,Japonica inbred,Heilongjiang,2016,9.3287,NA,88.3,14,NA,NA,24.4,NA,NA,NA
long jing 53,Japonica inbred,Heilongjiang,2016,8.7283,NA,95.8,15.6,NA,NA,26.3,NA,NA,NA
san jiang 16,Japonica inbred,Heilongjiang,2016,9.0082,NA,90.3,16,NA,NA,25.1,NA,NA,NA
long fu 1 hao ,Japonica inbred,Heilongjiang,2016,8.56,NA,93.8,16.3,NA,NA,24.8,NA,NA,NA
long jing 54,Japonica inbred,Heilongjiang,2016,9.1542,NA,86.5,14.9,NA,NA,26,NA,NA,NA
hei jing 10 hao ,Japonica inbred,Heilongjiang,2016,7.4802,NA,90.1,15.3,NA,NA,24.6,NA,NA,NA
biandao 1 hao ,Japonica inbred,Henan,2016,9.867,159.5,104.2,16.8,3.1275,88.5,26.65,144.2,1.8,131.8
xin dao 69,Japonica inbred,Henan,2016,8.556,154,103.15,17.6,3.06,83.35,25.65,148.8,1.9,129.3
xin jing 18,Japonica inbred,Henan,2016,8.4,153,99.4,17.2,2.835,86.7,25.2,154.1,1.9,143.45
Cliang you hua zhan ,Indica hybrid,Hunan,2016,9.6615,124,112,NA,2.715,79.9,24.1,182,3.2,145.418
heng feng you hua zhan ,Indica hybrid,Guangxi,2016,7.5345,105.2,104.6,22,2.7,77.9,23.7,161.3,3.7,125.6527
Yliang you 900,Indica hybrid,Guangdong,2016,6.7656,131.5,111.45,25.8,2.22,72.65,23.4,198,2.85,143.847
long liang you hua zhan ,Indica hybrid,Fujian,2016,7.56645,123.3,108.5,22.1,2.49,90,24.3,149.2,3.3,134.2
jing liang you hua zhan ,Indica hybrid,Ministry of Agriculture and Rural Affairs of the People��s Republic of China,2016,9.0375,157.6,106.9,24.7,2.49,80.7,24.6,195,3,157.365
long liang you 97,Indica hybrid,Hunan,2016,8.961,143,120.6,NA,2.07,86.7,30.3,184,3.5,159.528
long liang you 534,Indica hybrid,Hunan,2016,8.8665,128,122.6,NA,2.685,83,24.7,183,3.2,151.89
long xiang you hua zhan ,Indica hybrid,Hunan,2016,8.3805,115,100.2,NA,3.435,82.6,25.4,137,3.4,113.162
peng you 6377,Indica hybrid,Hunan,2016,8.58,119,105.9,NA,3.135,81.9,26,141,3.2,115.479
shen liang you 3117,Indica hybrid,Jiangxi,2016,9.4215,129.7,119.6,24.9,2.73,86.1,25.1,173.1,3.4,149.1
quanyou si miao ,Indica hybrid,Ministry of Agriculture and Rural Affairs of the People��s Republic of China,2016,9.525,136.3,119.6,25.3,2.55,83.6,25.7,190.5,3.2,159.258
he liang you 332,Indica hybrid,Guangdong,2016,7.45965,119.5,103.15,23.95,2.7225,82.05,24.7,145,3.35,118.9725
Cliang you hua zhan ,Indica hybrid,Ministry of Agriculture and Rural Affairs of the People��s Republic of China,2016,7.527,123.3,101.4,22.3,2.745,84.5,23,164.1,3.1,138.6645
rong you hua zhan ,Indica hybrid,Ministry of Agriculture and Rural Affairs of the People��s Republic of China,2016,9.43425,142.6,105.1,23.7,2.55,85.5,25.5,NA,3.1,NA
hua xiang you 1618,Indica hybrid,Guizhou,2016,9.5076,158.4,119.1,NA,2.07,77.9,32.5,NA,3.2,146.5
Yliang you 143,Indica hybrid,Guizhou,2016,10.23465,158,111,26.4,2.19,81.4,28.3,NA,3.1,NA
tian you 812,Indica hybrid,Ministry of Agriculture and Rural Affairs of the People��s Republic of China,2016,7.4205,124.9,106.9,22.6,2.31,84.2,28.8,159.3,3.2,134.1306
shen liang you 5183,Indica hybrid,Hubei,2016,9.7272,141.6,124.6,26.1,2.61,82.8,26.2,194,3.3,160.6
zhong zhe you 10 hao ,Indica hybrid,Yunnan,2016,10.58445,164,111.7,24.82,2.505,NA,28.2,NA,2.9,149.5
Yliang you 808,Indica hybrid,Henan,2016,8.595,142.5,115.2,25.7,2.4975,80.8,26.85,173.7,3.2,151.2
heng feng you hua zhan ,Indica hybrid,Jiangxi,2016,8.94465,121.2,100.7,21.6,3.255,81.2,23.9,151.5,3.5,123
shen liang you 1 hao ,Indica hybrid,Ministry of Agriculture and Rural Affairs of the People��s Republic of China,2016,9.426,137.1,116.9,25.8,2.61,84.8,27.1,169.7,3.2,143.9056
feng tian you 553,Indica hybrid,Guangdong,2016,7.2162,115,113.8,21.5,2.64,85.7,21.95,164,3.45,140.548
heng feng you 666,Indica hybrid,Guangxi,2016,8.475,123.9,113.7,23.8,2.52,83.4,26.8,158.9,3.6,132.5226
shen you 9716,Indica hybrid,Hubei,2016,8.03745,162.2,100.6,23.6,2.49,78.3,27.5,152.3,2.8,119.2
yong feng you 9802,Indica hybrid,Ministry of Agriculture and Rural Affairs of the People��s Republic of China,2016,8.067,114.9,104.6,24.5,2.61,83.4,24.3,157.4,3.4,131.2716
de xiang you 146,Indica hybrid,Ministry of Agriculture and Rural Affairs of the People��s Republic of China,2016,9.3225,158.4,119,26,2.145,78.8,31.3,191.1,2.7,150.5868
Yliang you 900,Indica hybrid,Ministry of Agriculture and Rural Affairs of the People��s Republic of China,2016,7.7055,114,106.9,25.7,2.145,81.7,24.7,205,3,167.485
yin feng you hua zhan ,Indica hybrid,Jiangxi,2016,7.99395,118.5,105.9,22.9,3.18,77.2,23.4,158,3.6,121.9
ye xiang you 688,Indica hybrid,Guangdong,2016,7.45515,115,115.1,21.1,2.79,86.45,23.5,138,3.35,119.301
liang you 27,Indica hybrid,Ministry of Agriculture and Rural Affairs of the People��s Republic of China,2016,7.83,111.8,90.3,19.9,3.06,86.1,25,122.6,3.3,105.5586
long liang you hua zhan ,Indica hybrid,Ministry of Agriculture and Rural Affairs of the People��s Republic of China,2016,9.5859,149.3,110.6,24.1,2.7,82.2,24.9,NA,3.2,NA
jiu liang you huang hua zhan ,Indica hybrid,Hunan,2016,8.3805,118,96.4,NA,3.45,88.2,25.5,140,3.2,123.48
guang liang you 7217,Indica hybrid,Ministry of Agriculture and Rural Affairs of the People��s Republic of China,2016,8.598,117.1,107.5,23.7,2.88,82.6,29.5,142.7,3.3,117.8702
long 3you hua zhan ,Indica hybrid,Guangdong,2016,7.02645,126.5,107.8,23.2,2.5575,82.15,24.7,152,3.5,124.868
jing liang you hua zhan ,Indica hybrid,Jiangxi,2016,8.70495,129.3,113.4,24.4,2.925,84.3,22.9,170.8,3.2,144
luyou hua zhan ,Indica hybrid,Ministry of Agriculture and Rural Affairs of the People��s Republic of China,2016,7.656,126.3,105.9,23.1,2.715,79.2,23.3,169.5,3.1,134.244
hui liang you hua zhan ,Indica hybrid,Jiangxi,2016,9.3429,126.5,110.4,23.1,2.88,83.6,22.5,186.4,3.4,155.9
luyou 727,Indica hybrid,Ministry of Agriculture and Rural Affairs of the People��s Republic of China,2016,9.513,157.6,111.6,24,2.295,80.3,29.2,186.6,3,149.8398
he you 691,Indica hybrid,Hunan,2016,8.9295,136,107.8,NA,2.355,80.8,27.8,193,3.1,155.944
ji you 390,Indica hybrid,Hunan,2016,8.7855,136,106.6,NA,2.415,86,26.4,178,3.3,153.08
feng liang you 3948,Indica hybrid,Hunan,2016,8.5815,143,119.9,NA,1.86,76.9,27.5,231,3.2,177.639
long liang you 97,Indica hybrid,Jiangxi,2016,9.4761,127.7,124.8,24.7,2.64,88,29.2,149,3.3,131.1
guang liang you 143,Indica hybrid,Hunan,2016,8.9355,148,118.1,NA,1.995,80.1,30.7,194,3.3,155.394
z hao you 5455,Indica hybrid,Hunan,2016,8.928,147,117.2,NA,2.34,85,27.5,167,3.4,141.95
li liang you 1301,Indica hybrid,Hunan,2016,8.9265,141,109,NA,2.31,82.5,24.6,194,3.2,160.05
long liang you 534,Indica hybrid,Ministry of Agriculture and Rural Affairs of the People��s Republic of China,2016,7.8978,118.7,108.4,22.2,2.61,82.2,24.6,NA,3.3,NA
long liang you 1212,Indica hybrid,Hunan,2016,9.555,127,121.7,NA,2.55,82,25.4,190,3.2,155.8
liang you 1876,Indica hybrid,Hunan,2016,9.36,125,122.9,NA,2.205,79.6,26.8,225,3.3,179.1
he feng you 6377,Indica hybrid,Hunan,2016,8.655,113,110,NA,3.09,89.1,27.2,145,3.3,129.195
jia you 111,Indica hybrid,Hunan,2016,8.763,117,111.1,NA,3.285,86.5,28.1,135,3.7,116.775
long jing you 2 hao ,Indica hybrid,Hunan,2016,7.3545,120,111.5,NA,2.64,83.8,28.8,132,3.5,110.616
Yliang you 1500,Indica hybrid,Anhui,2016,9.2415,138,129,NA,2.4,85,26,191,NA,162.35
shen liang you 571,Indica hybrid,Anhui,2016,9.4185,137,115,NA,2.85,86,25,175,NA,150.5
an liang you 166,Indica hybrid,Anhui,2016,9.12495,136,120,NA,2.4,84,26,199,NA,167.16
liang you 831,Indica hybrid,Anhui,2016,9.20445,139,124,NA,2.4,83,29,183,NA,151.89
liang you 5916,Indica hybrid,Anhui,2016,9.1725,135,123,NA,2.4,85,27,191,NA,162.35
��you 050,Indica hybrid,Anhui,2016,9.32025,134,128,NA,2.55,86,28,180,NA,154.8
feng liang you 6348,Indica hybrid,Anhui,2016,9.1947,138,131,NA,2.1,83,27,230,NA,190.9
liang you 6031,Indica hybrid,Anhui,2016,9.21405,138,127,NA,2.4,82,29,192,NA,157.44
long liang you 866,Indica hybrid,Anhui,2016,9.189,137,125,NA,2.55,84,25,187,NA,157.08
liang you 160,Indica hybrid,Anhui,2016,9.2094,133,122,NA,2.4,85,30,182,NA,154.7
wei liang you 211,Indica hybrid,Anhui,2016,9.50475,140,123,NA,2.25,79,29,212,NA,167.48
liang you 585,Indica hybrid,Anhui,2016,8.6775,118,96,NA,3.15,89,26,123,NA,109.47
long liang you 110,Indica hybrid,Anhui,2016,8.2785,119,104,NA,3.3,83,25,135,NA,112.05
wu you 1173,Indica hybrid,Guangdong,2016,7.58745,123,102.1,22.6,2.5725,83.1,22.3,171.5,2.7,142.5165
wu you 155,Indica hybrid,Guangdong,2016,7.4418,119.5,97.6,21.5,2.715,80.65,24,149,2.7,120.1685
ji tian you 622,Indica hybrid,Guangdong,2016,7.52745,122,102.3,22.25,2.58,80.75,22.9,174.5,3.2,140.90875
zao you 736,Indica hybrid,Guangdong,2016,7.3293,122,95.6,20.35,2.85,81.2,23.3,147,3.1,119.364
zhuo you 4 hao ,Indica hybrid,Guangdong,2016,7.43325,121,92.1,21.1,2.73,79.65,23.75,155.5,2.65,123.85575
ji you 186,Indica hybrid,Guangdong,2016,6.8517,122.5,99.5,19.85,2.6925,83.45,24.35,135.5,3,113.07475
an you 208,Indica hybrid,Guangdong,2016,6.86265,120.5,96.15,20.1,2.6025,84.45,24.25,141.5,2.85,119.49675
ji you 916,Indica hybrid,Guangdong,2016,6.3897,119,99.6,20.85,2.5125,83.4,26.2,127.5,3,106.335
peng you 6228,Indica hybrid,Guangdong,2016,6.9021,124,106.35,20.85,2.565,88.4,24.25,135,2.95,119.34
wu you yue he si miao ,Indica hybrid,Guangdong,2016,6.8772,120.5,91.6,20.25,2.6475,88.1,23.05,138,2.7,121.578
ji you 360,Indica hybrid,Guangdong,2016,6.60255,120.5,94.8,20,2.52,85.65,25.4,135.5,2.95,116.05575
heng feng you 7166,Indica hybrid,Guangdong,2016,6.95835,124,105.3,20.9,2.6175,82.5,26,138.5,2.9,114.2625
zhuo you 2 hao ,Indica hybrid,Guangdong,2016,6.61065,120.5,93.25,20.15,2.64,86.35,23.85,131.5,2.7,113.55025
he liang you 3398,Indica hybrid,Guangdong,2016,6.66495,125.5,98.7,23.4,2.7675,88.75,23.4,127,3.25,112.7125
shen you 5113,Indica hybrid,Guangdong,2016,6.49995,124.5,103,22.25,2.1825,88.55,27.95,136,3.05,120.428
yu you 116,Indica hybrid,Guangdong,2016,6.5709,126,115.8,22.2,2.445,81.7,25.45,145.5,3.3,118.8735
yu you mei zhan ,Indica hybrid,Guangdong,2016,6.81225,124.5,102.7,22.1,2.5425,83.8,23,154,3.3,129.052
qun you 766,Indica hybrid,Guangdong,2016,6.429,126.5,109.6,24.75,2.565,76.95,21.8,168.5,3.6,129.66075
Yliang you 305,Indica hybrid,Guangdong,2016,6.59625,127.5,108.4,25.9,2.685,85.8,25.7,128.5,3.3,110.253
Cliang you 1231,Indica hybrid,Guangdong,2016,6.75795,109.5,105.3,23.95,2.4,86.3,22.25,171.5,3.15,148.0045
Cliang you 191,Indica hybrid,Guangdong,2016,5.8701,125.5,102.9,23.65,2.6025,71.2,21.25,162,3.45,115.344
tai you 202,Indica hybrid,Fujian,2016,7.90995,125.4,110.8,22.6,2.7,85.64,26.7,146.7,3.6,125.63388
M76you 3301,Indica hybrid,Fujian,2016,9.636,142.4,130.1,25.8,2.01,81.94,31.5,188.9,3.4,154.78466
gan you 676,Indica hybrid,Fujian,2016,9.6528,140.4,140.4,27.1,1.98,85.06,32,215.5,3.3,183.3043
yuan you 202,Indica hybrid,Fujian,2016,8.0109,163.2,144,27.2,2.04,85.64,28.3,194.6,3,166.65544
yuan you 2105,Indica hybrid,Fujian,2016,8.01525,159.7,142,27.1,1.83,85.96,30.9,186.2,2.9,160.05752
fu you 366,Indica hybrid,Fujian,2016,9.51975,143.4,132.8,25,1.905,89.79,33.3,181.9,3.1,163.32801
fu long liang you 6387,Indica hybrid,Fujian,2016,8.11335,123.2,121.1,24,2.565,84.74,30.8,153.8,3,130.33012
hua liang you 673,Indica hybrid,Fujian,2016,8.0343,123,113.6,24.2,2.655,82.45,30,133.8,3,110.3181
qi 1you 366,Indica hybrid,Fujian,2016,8.1879,124.1,111.8,24.1,2.415,82.81,30.8,161.4,3,133.65534
yong feng you 777,Indica hybrid,Fujian,2016,7.5672,122.8,106.3,22.9,2.67,88.4,23.7,147.6,3.5,130.2
tai you 2328,Indica hybrid,Fujian,2016,7.63965,121.8,117.7,22.1,2.28,86.1,25,172.3,3.8,148.3503
heng feng you 777,Indica hybrid,Fujian,2016,7.794,135.2,109,23.4,2.4675,87.38,25.61,160.6,3.1,140.4
jun you 727,Indica hybrid,Fujian,2016,7.464,128.7,105.7,24.4,2.3895,77.27,27.5,159.6,3.2,123.32292
ke liang you 105,Indica hybrid,Fujian,2016,7.2195,128.7,106.3,23.8,2.346,76.36,27,159.2,3.2,121.56512
yi you 2013,Indica hybrid,Fujian,2016,7.5525,129.6,112.4,26.3,2.43,77.2,29.4,145.9,3.5,112.6348
shen liang you 3117,Indica hybrid,Hubei,2016,10.4241,139.5,121.8,25.5,2.61,85.1,25.98,204.8,3.3,174.3
hua liang you 929,Indica hybrid,Hubei,2016,9.55245,142.1,135.9,27.5,2.415,79.3,27.78,199.7,3.5,158.3
guang liang you 9 hao ,Indica hybrid,Hubei,2016,9.8622,134.1,119.8,24.5,2.49,86.3,29.18,164,3.1,141.5
liang you 1318,Indica hybrid,Hubei,2016,10.0224,141,124.7,25,2.595,84.8,27.3,182.7,3.2,154.9
Eliang you 476,Indica hybrid,Hubei,2016,9.82875,136.2,121.3,24.1,2.43,87.3,31.13,167.5,3.1,146.2
Yliang you 976,Indica hybrid,Hubei,2016,9.65325,137.6,117.9,26.5,2.7,82.1,26.92,174.3,3.2,143.1
jing chu you 79,Indica hybrid,Hubei,2016,8.4816,120.6,104.6,23.4,3.015,74.1,25.19,172.8,3.4,128
ao fu you 383,Indica hybrid,Hubei,2016,8.35815,118,99.8,21.7,3.36,81.6,25.74,130.3,3.4,106.3
liang you S6,Indica hybrid,Hubei,2016,8.61195,121.7,105.9,21.7,3.105,80.5,25.44,152.7,3.4,122.9
tian liang you 953,Indica hybrid,Hubei,2016,8.58645,118.7,105.5,22.5,3.315,76.3,29.34,131.6,3.2,100.4
jin ke you 66,Indica hybrid,Hubei,2016,8.5353,152.9,99.6,22.9,2.61,88.9,29.1,125,3.2,111.1
peng liang you 5437,Indica hybrid,Hubei,2016,8.35485,157.1,114.7,24.8,2.55,81.2,28.1,151.7,3.4,123.2
quanyou 822,Indica hybrid,Hubei,2016,9.987,136.3,115.1,25.2,2.37,85.8,27.89,183.3,3.2,157.3
nei 6you 147,Indica hybrid,Hubei,2016,9.39,138.5,118.8,26.3,2.46,75.5,28.68,191.6,3.1,144.7
long liang you 618,Indica hybrid,Hubei,2016,10.1607,136,124.9,25.7,2.49,87.7,29.27,173.7,3.1,152.3
long liang you 281,Indica hybrid,Hubei,2016,10.1361,139.5,130,25.3,2.46,81.9,30.33,195.2,3,159.9
tian long liang you 140,Indica hybrid,Hubei,2016,9.62595,132,125.9,27.6,2.595,84.3,28.14,179.8,3,151.5
hua you 352,Indica hybrid,Hubei,2016,10.02135,136.5,126.8,26.8,2.43,84.6,28.21,192.1,3.1,162.6
luoyou 9348,Indica hybrid,Hubei,2016,9.44535,138.1,122.1,25,2.745,80.9,26.79,178.6,3.2,144.4
Yliang you 1146,Indica hybrid,Chongqing,2016,7.875,154,111.4,NA,NA,87.55,26.55,NA,3,NA
qian xiang you 416,Indica hybrid,Chongqing,2016,10.61265,156.5,129.25,NA,NA,83.35,25.95,NA,2.4,NA
nei you 683,Indica hybrid,Chongqing,2016,10.1592,155.5,113.2,NA,NA,86.85,30.25,NA,3,NA
yu liang you 1033,Indica hybrid,Zhejiang,2016,8.568,126.3,116.9,21.8,2.4,83.6,27.8,159.8,3,133.6
zhong yi you 8 hao ,Indica hybrid,Zhejiang,2016,9.459,135.5,122.1,24.9,2.235,85.6,30.2,172,3.1,147.2
zhu liang you 831,Indica hybrid,Zhejiang,2016,7.7115,113.2,89.6,18.6,2.88,82,25.8,143.7,2.3,117.8
de liang you 3421,Indica hybrid,Zhejiang,2016,8.94,126.9,113.5,23.4,2.385,86.6,28.2,182.2,3,157.7
Cliang you 817,Indica hybrid,Zhejiang,2016,8.9445,128.5,107.6,23.2,2.595,86.4,29.8,152.4,3.1,131.6
Yliang you 8199,Indica hybrid,Zhejiang,2016,9.405,136.6,128.5,27.3,2.22,85.1,26.5,191.2,3.3,162.7
Yliang you 5558,Indica hybrid,Jiangxi,2016,8.9535,125.1,123,28.4,2.475,85.2,26.8,183.9,3.2,156.7
Cliang you 0861,Indica hybrid,Jiangxi,2016,9.58395,125.9,113.2,23.1,2.94,85.2,25.3,161.9,3.3,137.9
nong xiang you hua zhan ,Indica hybrid,Jiangxi,2016,9.50925,127.5,109.2,23.2,2.94,83.3,24.4,168.3,3.4,140.2
Yliang you 16 hao ,Indica hybrid,Jiangxi,2016,8.3922,128.8,118.7,27.1,2.685,80.9,24.5,171.5,3.6,138.7
guang liang you 939,Indica hybrid,Jiangxi,2016,8.45925,130.9,127.8,25.4,2.355,85.6,29.8,154.4,3.2,132.1
Yliang you 876,Indica hybrid,Jiangxi,2016,8.37675,126.6,122.5,26,2.535,84.8,25.8,165.2,3.4,140.1
jia you zhong ke 2 hao ,Indica hybrid,Jiangxi,2016,9.80715,127.7,117.5,23.5,2.19,82,28.4,210.9,2.6,173
quanyou si miao ,Indica hybrid,Jiangxi,2016,9.3975,127.6,117.4,24.4,2.625,84.6,25.5,177.3,3.2,150
yong 3you hua zhan ,Indica hybrid,Jiangxi,2016,4.12215,111.2,93.4,21.4,3.57,78.5,23,130.2,3.3,102.2
wu you 57,Indica hybrid,Jiangxi,2016,4.1184,106.6,97.6,21.5,3.285,79.7,25.4,135.3,2.8,107.8
an you 225,Indica hybrid,Jiangxi,2016,7.95855,114.7,101.6,21.1,3.18,82.6,24.8,135.6,3.3,112
shen you 9582,Indica hybrid,Jiangxi,2016,8.2371,117.3,99.4,21,3.15,79.7,27,133.8,3.3,106.5
wu you 689,Indica hybrid,Jiangxi,2016,8.22285,116.8,101.6,22.2,3.075,84.5,26.7,129.8,2.7,109.7
shen you 9527,Indica hybrid,Jiangxi,2016,8.15895,121.5,99.1,20.2,3.36,84.1,25.2,132.3,3.2,111.2
tian you hua 9,Indica hybrid,Jiangxi,2016,7.87935,121.6,98.3,21,3.195,80,26.2,139.2,3.4,111.4
tian you hong 6,Indica hybrid,Jiangxi,2016,8.15685,122.2,102.4,21.6,2.955,82.8,32.6,121,3,100.2
dong xiang you hua zhan ,Indica hybrid,Jiangxi,2016,8.5647,122.7,100.9,22,3.15,74,23.7,164.7,3.5,121.7
wu you 678,Indica hybrid,Jiangxi,2016,8.3778,116.8,100.7,21.6,3.015,84.2,23,158.4,3,133.4
wu you 661,Indica hybrid,Jiangxi,2016,7.9839,116.4,102.8,21.4,3.12,81.9,23.3,147.2,3.1,120.6
qin you 866,Indica hybrid,Jiangxi,2016,8.4993,115.4,102.4,21.4,3.03,85.6,26.7,143.9,3.4,123.2
an you 520,Indica hybrid,Jiangxi,2016,8.4243,116.5,104.6,22.4,2.985,85,24.5,156.4,3.5,133
tai you hang 1573,Indica hybrid,Jiangxi,2016,7.9725,121,101.9,22,3.33,78.6,23.2,146.5,3.8,115.2
tai you 871,Indica hybrid,Jiangxi,2016,9.0318,121.4,105,23.2,3.045,76.5,25.1,166.6,4,127.5
zhong you 295,Indica hybrid,Guizhou,2016,9.4227,154.8,120.3,25.5,2.13,78.1,27.7,NA,3.1,NA
you xiang you 53,Indica hybrid,Guizhou,2016,9.4836,156.4,112.5,25.5,2.145,72.1,29,NA,3,NA
chuan gu you 1378,Indica hybrid,Guizhou,2016,9.59565,157.9,113.7,26.5,NA,76.1,30.4,NA,3,NA
chuan gu you 451,Indica hybrid,Guizhou,2016,9.41265,156.4,119.2,26.9,1.995,80.5,30.5,NA,2.8,NA
feng you 125,Indica hybrid,Guizhou,2016,9.70635,159.6,115.2,24.9,2.1,72.3,29.9,NA,2.8,NA
ke liang you 3219,Indica hybrid,Guizhou,2016,9.7008,156.7,113.1,25.2,2.19,81.4,28.4,NA,3,NA
Txiang you 557,Indica hybrid,Guizhou,2016,9.8784,154,94,23.8,NA,82,27.5,NA,3.3,NA
jia zao you 1792,Indica hybrid,Guizhou,2016,9.96585,156.8,95.3,NA,2.46,81.9,27.3,186.7,3.1,152.9073
liang you 3917,Indica hybrid,Ministry of Agriculture and Rural Affairs of the People��s Republic of China,2016,8.0445,112.6,90.3,19.5,3.285,85.1,24.9,125,3.2,106.375
zao feng you 107,Indica hybrid,Ministry of Agriculture and Rural Affairs of the People��s Republic of China,2016,8.3295,113.6,91.9,19,3.3,82.8,25.3,127.7,2.7,105.7356
yuliang you 22,Indica hybrid,Ministry of Agriculture and Rural Affairs of the People��s Republic of China,2016,8.319,113,86.5,19.7,3.06,81.6,28.2,129.1,2.9,105.3456
